Date	Plot	Section	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Field_remarks	General_remarks
1996-06-03	Cas4	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-10	Cas1	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-10	Cas2	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-10	Cas4	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-12	Cas3	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-17	Cas2	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-17	Cas3	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-17	Cas4	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-17	Cas1	A-D	-9999	0	0	-9999	NA	Buds present	No remarks
1996-06-24	Cas1	A-D	95	5	0	-9999	NA	No remarks	No remarks
1996-06-24	Cas2	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-06-24	Cas3	A-D	2	0	0	-9999	NA	No remarks	No remarks
1996-06-24	Cas4	A-D	0	0	0	-9999	NA	No remarks	No remarks
1996-07-01	Cas2	A-D	99	1	0	-9999	NA	No remarks	No remarks
1996-07-01	Cas3	A-D	100	0	0	-9999	NA	No remarks	No remarks
1996-07-01	Cas4	A-D	20	0	0	-9999	NA	No remarks	No remarks
1996-07-01	Cas1	A-D	117	85	0	-9999	NA	No remarks	No remarks
1996-07-08	Cas1	A-D	2	98	0	-9999	NA	No remarks	No remarks
1996-07-08	Cas2	A-D	48	128	0	-9999	NA	No remarks	No remarks
1996-07-08	Cas3	A-D	120	100	0	-9999	NA	No remarks	No remarks
1996-07-08	Cas4	A-D	99	1	0	-9999	NA	No remarks	No remarks
1996-07-12	Cas1	A-D	0	87	25	-9999	NA	No remarks	No remarks
1996-07-12	Cas1	B	-9999	-9999	-9999	347	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1386) has been divided equally between sections.
1996-07-12	Cas1	C	-9999	-9999	-9999	347	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1386) has been divided equally between sections.
1996-07-12	Cas1	A	-9999	-9999	-9999	347	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1386) has been divided equally between sections.
1996-07-12	Cas1	D	-9999	-9999	-9999	347	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1386) has been divided equally between sections.
1996-07-15	Cas2	A-D	3	95	2	-9999	NA	No remarks	No remarks
1996-07-15	Cas3	A-D	0	100	0	-9999	NA	No remarks	No remarks
1996-07-15	Cas4	A-D	86	78	0	-9999	NA	No remarks	No remarks
1996-07-18	Cas2	C	-9999	-9999	-9999	440	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1759) has been divided equally between sections.
1996-07-18	Cas2	D	-9999	-9999	-9999	440	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1759) has been divided equally between sections.
1996-07-18	Cas3	A	-9999	-9999	-9999	211	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (844) has been divided equally between sections.
1996-07-18	Cas3	B	-9999	-9999	-9999	211	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (844) has been divided equally between sections.
1996-07-18	Cas4	C	-9999	-9999	-9999	447	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1789) has been divided equally between sections.
1996-07-18	Cas4	D	-9999	-9999	-9999	447	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1789) has been divided equally between sections.
1996-07-18	Cas2	A	-9999	-9999	-9999	440	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1759) has been divided equally between sections.
1996-07-18	Cas2	B	-9999	-9999	-9999	440	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1759) has been divided equally between sections.
1996-07-18	Cas3	C	-9999	-9999	-9999	211	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (844) has been divided equally between sections.
1996-07-18	Cas3	D	-9999	-9999	-9999	211	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (844) has been divided equally between sections.
1996-07-18	Cas4	A	-9999	-9999	-9999	447	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1789) has been divided equally between sections.
1996-07-18	Cas4	B	-9999	-9999	-9999	447	TOTALCOUNT	No remarks	Note: Only plot-level counts exists. The total number (1789) has been divided equally between sections.
1996-07-22	Cas1	A-D	0	19	172	-9999	NA	No remarks	No remarks
1996-07-22	Cas2	A-D	0	87	102	-9999	NA	No remarks	No remarks
1996-07-22	Cas3	A-D	0	116	122	-9999	NA	No remarks	No remarks
1996-07-22	Cas4	A-D	0	92	8	-9999	NA	No remarks	No remarks
1996-07-29	Cas3	A-D	0	1	99	-9999	NA	No remarks	No remarks
1996-07-29	Cas4	A-D	0	36	108	-9999	NA	No remarks	No remarks
1996-07-29	Cas1	A-D	0	0	100	-9999	NA	No remarks	No remarks
1996-07-29	Cas2	A-D	0	4	96	-9999	NA	No remarks	No remarks
1996-08-05	Cas2	A-D	0	0	100	-9999	NA	No remarks	No remarks
1996-08-05	Cas3	A-D	0	0	100	-9999	NA	No remarks	No remarks
1996-08-05	Cas4	A-D	0	2	98	-9999	NA	No remarks	No remarks
1996-08-12	Cas4	A-D	0	0	100	-9999	NA	No remarks	No remarks
1997-06-10	Cas1	D	0	0	0	-9999	NA	No remarks	No remarks
1997-06-10	Cas1	A	0	0	0	-9999	NA	No remarks	No remarks
1997-06-10	Cas1	B	0	0	0	-9999	NA	No remarks	No remarks
1997-06-10	Cas1	C	0	0	0	-9999	NA	No remarks	No remarks
1997-06-17	Cas1	A	0	0	0	-9999	NA	No remarks	No remarks
1997-06-17	Cas1	B	0	0	0	-9999	NA	No remarks	No remarks
1997-06-17	Cas1	C	0	0	0	-9999	NA	No remarks	No remarks
1997-06-17	Cas1	D	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas1	D	30	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas2	A	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas2	B	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas2	C	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas4	B	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas1	A	50	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas1	B	20	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas1	C	30	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas2	D	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas3	C	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas4	C	0	0	0	-9999	NA	No remarks	No remarks
1997-06-24	Cas4	D	0	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas1	A	47	3	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas1	B	63	4	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas1	C	54	9	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas2	A	18	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas2	B	24	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas2	C	15	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas2	D	2	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas4	B	35	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas4	C	19	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas4	D	20	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas1	D	45	5	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas3	A	14	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas3	B	26	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas3	C	17	0	0	-9999	NA	No remarks	No remarks
1997-07-01	Cas3	D	21	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas2	A	22	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas2	B	25	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas2	C	42	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas2	D	18	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas3	A	50	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas4	B	11	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas4	C	36	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas4	D	35	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas1	A	30	31	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas1	B	20	48	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas1	C	10	41	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas1	D	30	70	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas3	B	50	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas3	C	50	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas3	D	50	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Cas4	A	20	0	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas1	A	-9999	-9999	-9999	665	TOTALCOUNT	No remarks	No remarks
1997-07-15	Cas1	C	0	50	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas1	D	-9999	-9999	-9999	361	TOTALCOUNT	No remarks	No remarks
1997-07-15	Cas1	D	0	49	9	-9999	NA	No remarks	No remarks
1997-07-15	Cas2	A	50	7	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas3	C	43	25	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas3	D	50	7	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas4	A	10	5	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas4	B	20	39	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas1	A	8	40	2	-9999	NA	No remarks	No remarks
1997-07-15	Cas1	B	-9999	-9999	-9999	325	TOTALCOUNT	No remarks	No remarks
1997-07-15	Cas1	B	0	50	4	-9999	NA	No remarks	No remarks
1997-07-15	Cas1	C	-9999	-9999	-9999	504	TOTALCOUNT	No remarks	No remarks
1997-07-15	Cas2	B	41	1	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas2	C	39	36	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas2	D	45	6	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas3	A	50	4	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas3	B	50	5	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas4	C	21	25	0	-9999	NA	No remarks	No remarks
1997-07-15	Cas4	D	41	15	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas1	C	0	25	53	-9999	NA	No remarks	No remarks
1997-07-22	Cas1	D	0	21	36	-9999	NA	No remarks	No remarks
1997-07-22	Cas2	A	-9999	-9999	-9999	90	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas2	A	5	50	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas2	D	-9999	-9999	-9999	162	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas1	A	0	31	21	-9999	NA	No remarks	No remarks
1997-07-22	Cas1	B	0	43	25	-9999	NA	No remarks	No remarks
1997-07-22	Cas2	B	-9999	-9999	-9999	135	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas2	B	30	40	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas2	C	-9999	-9999	-9999	163	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas2	C	32	25	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas3	B	-9999	-9999	-9999	223	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas3	B	4	51	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas2	D	11	30	2	-9999	NA	No remarks	No remarks
1997-07-22	Cas3	A	-9999	-9999	-9999	218	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas3	A	1	50	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas3	D	1	50	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas4	A	-9999	-9999	-9999	16	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas4	A	1	27	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas4	B	-9999	-9999	-9999	31	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas4	D	0	50	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas3	C	-9999	-9999	-9999	224	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas3	C	3	50	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas3	D	-9999	-9999	-9999	124	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas4	B	0	50	6	-9999	NA	No remarks	No remarks
1997-07-22	Cas4	C	-9999	-9999	-9999	148	TOTALCOUNT	No remarks	No remarks
1997-07-22	Cas4	C	4	50	0	-9999	NA	No remarks	No remarks
1997-07-22	Cas4	D	-9999	-9999	-9999	196	TOTALCOUNT	No remarks	No remarks
1997-07-24	Cas5	A	-9999	-9999	-9999	203	TOTALCOUNT	No remarks	No remarks
1997-07-24	Cas5	B	-9999	-9999	-9999	294	TOTALCOUNT	No remarks	No remarks
1997-07-24	Cas5	C	-9999	-9999	-9999	365	TOTALCOUNT	No remarks	No remarks
1997-07-24	Cas6	D	35	3	0	-9999	NA	No remarks	No remarks
1997-07-24	Cas5	D	-9999	-9999	-9999	362	TOTALCOUNT	No remarks	No remarks
1997-07-24	Cas6	A	41	13	0	-9999	NA	No remarks	No remarks
1997-07-24	Cas6	B	83	8	0	-9999	NA	No remarks	No remarks
1997-07-24	Cas6	C	29	1	0	-9999	NA	No remarks	No remarks
1997-07-29	Cas1	A	0	13	54	-9999	NA	No remarks	No remarks
1997-07-29	Cas1	B	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Cas1	C	0	3	50	-9999	NA	No remarks	No remarks
1997-07-29	Cas1	D	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Cas3	A	0	50	7	-9999	NA	No remarks	No remarks
1997-07-29	Cas3	B	0	50	8	-9999	NA	No remarks	No remarks
1997-07-29	Cas3	C	0	42	17	-9999	NA	No remarks	No remarks
1997-07-29	Cas3	D	0	24	30	-9999	NA	No remarks	No remarks
1997-07-29	Cas2	A	1	50	4	-9999	NA	No remarks	No remarks
1997-07-29	Cas2	B	2	50	7	-9999	NA	No remarks	No remarks
1997-07-29	Cas2	C	0	40	12	-9999	NA	No remarks	No remarks
1997-07-29	Cas2	D	0	25	26	-9999	NA	No remarks	No remarks
1997-07-29	Cas4	A	0	9	5	-9999	NA	No remarks	No remarks
1997-07-29	Cas4	B	0	24	14	-9999	NA	No remarks	No remarks
1997-07-29	Cas4	C	0	30	38	-9999	NA	No remarks	No remarks
1997-07-29	Cas4	D	0	38	18	-9999	NA	No remarks	No remarks
1997-07-31	Cas6	A	11	53	0	-9999	NA	No remarks	No remarks
1997-07-31	Cas6	B	10	60	0	-9999	NA	No remarks	No remarks
1997-07-31	Cas6	C	13	57	0	-9999	NA	No remarks	No remarks
1997-07-31	Cas6	D	24	44	0	-9999	NA	No remarks	No remarks
1997-08-05	Cas2	A	0	14	40	-9999	NA	No remarks	No remarks
1997-08-05	Cas2	B	0	20	47	-9999	NA	No remarks	No remarks
1997-08-05	Cas2	C	0	15	36	-9999	NA	No remarks	No remarks
1997-08-05	Cas2	D	0	6	69	-9999	NA	No remarks	No remarks
1997-08-05	Cas3	A	0	25	42	-9999	NA	No remarks	No remarks
1997-08-05	Cas4	B	0	2	31	-9999	NA	No remarks	No remarks
1997-08-05	Cas4	C	0	6	148	-9999	NA	No remarks	No remarks
1997-08-05	Cas4	D	0	9	196	-9999	NA	No remarks	No remarks
1997-08-05	Cas1	A	0	0	100	-9999	NA	No remarks	No remarks
1997-08-05	Cas1	B	0	0	100	-9999	NA	No remarks	No remarks
1997-08-05	Cas1	C	0	0	100	-9999	NA	No remarks	No remarks
1997-08-05	Cas1	D	0	0	100	-9999	NA	No remarks	No remarks
1997-08-05	Cas3	B	0	16	46	-9999	NA	No remarks	No remarks
1997-08-05	Cas3	C	0	2	59	-9999	NA	No remarks	No remarks
1997-08-05	Cas3	D	0	0	50	-9999	NA	No remarks	No remarks
1997-08-05	Cas4	A	0	4	16	-9999	NA	No remarks	No remarks
1997-08-07	Cas6	B	1	92	21	114	TOTALCOUNT	No remarks	No remarks
1997-08-07	Cas6	C	3	57	13	73	TOTALCOUNT	No remarks	No remarks
1997-08-07	Cas6	D	3	65	14	82	TOTALCOUNT	No remarks	No remarks
1997-08-07	Cas6	A	4	70	7	81	TOTALCOUNT	No remarks	No remarks
1997-08-12	Cas2	A	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas3	B	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas2	B	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas2	C	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas2	D	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas3	A	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas4	B	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas4	C	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas4	D	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas3	C	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas3	D	0	0	100	-9999	NA	No remarks	No remarks
1997-08-12	Cas4	A	0	0	100	-9999	NA	No remarks	No remarks
1997-08-19	Cas6	A	0	5	32	-9999	NA	No remarks	No remarks
1997-08-19	Cas6	B	0	0	100	-9999	NA	No remarks	No remarks
1997-08-19	Cas6	C	0	5	83	-9999	NA	No remarks	No remarks
1997-08-19	Cas6	D	0	10	49	-9999	NA	No remarks	No remarks
1997-08-24	Cas6	C	0	0	100	-9999	NA	No remarks	No remarks
1997-08-24	Cas6	D	0	0	100	-9999	NA	No remarks	No remarks
1997-08-24	Cas6	A	0	0	100	-9999	NA	No remarks	No remarks
1997-08-24	Cas6	B	0	0	100	-9999	NA	No remarks	No remarks
1998-06-12	Cas5	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-12	Cas5	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-12	Cas5	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-12	Cas5	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-21	Cas5	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-21	Cas5	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-21	Cas5	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-21	Cas5	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas1	A	1	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas1	B	3	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas1	C	5	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas1	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas2	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas2	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Cas4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-28	Cas5	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-28	Cas5	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-28	Cas5	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-28	Cas5	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas1	D	2	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas2	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas2	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas1	A	7	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas1	B	15	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas1	C	20	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Cas4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas5	A	5	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas5	B	3	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas5	C	6	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas5	D	3	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas6	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas6	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas6	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-03	Cas6	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas2	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas2	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas1	A	3	12	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas1	B	0	21	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas1	C	19	18	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas1	D	1	9	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas5	A	31	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas6	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas6	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas6	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas5	B	29	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas5	C	18	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas5	D	27	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Cas6	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas1	A	32	111	0	143	TOTALCOUNT	No remarks	No remarks
1998-07-15	Cas2	B	2	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas2	C	2	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas2	D	2	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas3	A	3	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas3	B	6	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas4	C	5	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas4	D	1	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas1	B	24	98	0	122	TOTALCOUNT	No remarks	No remarks
1998-07-15	Cas1	C	2	31	0	33	TOTALCOUNT	No remarks	No remarks
1998-07-15	Cas1	D	3	21	0	24	TOTALCOUNT	No remarks	No remarks
1998-07-15	Cas2	A	1	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas3	C	9	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Cas3	D	1	0	0	-9999	NA	No remarks	No remarks
