LastName;FirstName;DatasetID;Dataset;SpeciesName;AccSpeciesID;AccSpeciesName;ObservationID;ObsDataID;TraitID;TraitName;DataID;DataName;OriglName;OrigValueStr;OrigUnitStr;ValueKindName;OrigUncertaintyStr;UncertaintyName;Replicates;StdValue;UnitName;RelUncertaintyPercent;OrigObsDataID;ErrorRisk;Reference;Comment
Dainese;Matteo;164;Italian Alps Plant Traits Database;Saxifraga squarrosa;96965;Saxifraga squarrosa;1337783;9539905;343;Plant life form (Raunkiaer life form);882;Plant life form (Raunkiaer life form);Life form;chamaephyte;;;;;;;;;;;Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823ñ2835.;
Dainese;Matteo;164;Italian Alps Plant Traits Database;Saxifraga tombeanensis;96970;Saxifraga tombeanensis;1337786;9539920;343;Plant life form (Raunkiaer life form);882;Plant life form (Raunkiaer life form);Life form;chamaephyte;;;;;;;;;;;Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823ñ2835.;
Gachet;Sophie;175;BASECO: a floristic and ecological database of Mediterranean French flora;Saxifraga fragosoi;96933;Saxifraga fragosoi;1351870;9616771;343;Plant life form (Raunkiaer life form);882;Plant life form (Raunkiaer life form);RAUNK;Hemicryptophyte;;;;;;;;;;;Sophie Gachet, Errol VÈla, Thierry Tatoni, 2005, BASECO: a floristic and ecological database of Mediterranean French flora. Biodiversity and Conservation 14(4):1023-1034;
Blonder;Benjamin;226;Leaf Structure, Venation and Economic Spectrum;Saxifraga rhomboidea;96958;Saxifraga rhomboidea;1659426;11295540;38;Plant woodiness;43;Woodiness;Woody;non-woody;;;;;;;;;;;Blonder, B., Buzzard, B., Sloat, L., Simova, I., Lipson, R., Boyle, B., Enquist, B. (2012) The shrinkage effect biases estimates of paleoclimate. American Journal of Botany. 99.11 1756-1763;
Blonder;Benjamin;226;Leaf Structure, Venation and Economic Spectrum;Saxifraga rhomboidea;96958;Saxifraga rhomboidea;1659427;11295553;38;Plant woodiness;43;Woodiness;Woody;non-woody;;;;;;;;;;;Blonder, B., Buzzard, B., Sloat, L., Simova, I., Lipson, R., Boyle, B., Enquist, B. (2012) The shrinkage effect biases estimates of paleoclimate. American Journal of Botany. 99.11 1756-1763;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga flagellaris WILLD.;96929;Saxifraga flagellaris;1715045;12178914;341;Plant clonal growth form;880;Clonal growth form;Type of clonal growth organ CGO1;horizontal above-ground stem;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga flagellaris WILLD.;96929;Saxifraga flagellaris;1715046;12178938;208;Species reproduction type;585;Species reproduction types;GenerativeProd;vegetative;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga flagellaris WILLD.;96929;Saxifraga flagellaris;1715046;12178945;341;Plant clonal growth form;880;Clonal growth form;Type of clonal growth organ CGO1;horizontal above-ground stem;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga retusa GOUAN;96957;Saxifraga retusa;1715063;12179418;341;Plant clonal growth form;880;Clonal growth form;Type of clonal growth organ CGO1;horizontal above-ground stem;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga squarrosa SIEBER;96965;Saxifraga squarrosa;1717343;12237653;341;Plant clonal growth form;880;Clonal growth form;Type of clonal growth organ CGO1;epigeogenous stem (rhizome);;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga tenuis (WAHLENB.) HARRY SM. ex LINDM.;96969;Saxifraga tenuis;1717348;12237792;341;Plant clonal growth form;880;Clonal growth form;Type of clonal growth organ CGO1;epigeogenous stem (rhizome);;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Zanne;Amy;280;Global Woodiness Database;Cassiope lycopodioides;78116;Cassiope lycopodioides;2011358;16492670;38;Plant woodiness;43;Woodiness;woodiness;W;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Cassiope stelleriana;78118;Cassiope stelleriana;2011360;16492674;38;Plant woodiness;43;Woodiness;woodiness;W;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga adscendens;96907;Saxifraga adscendens;2043796;16557546;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga careyana;96914;Saxifraga careyana;2043811;16557576;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga caroliniana;96915;Saxifraga caroliniana;2043812;16557578;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga continentalis;96933;Saxifraga fragosoi;2043815;16557584;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga egregia;96927;Saxifraga egregia;2043819;16557592;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga ferdinandi-coburgi;96928;Saxifraga ferdinandi-coburgi;2043821;16557596;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga foliolosa;96931;Saxifraga foliolosa;2043822;16557598;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga hieraciifolia;96936;Saxifraga hieraciifolia;2043825;16557604;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga integrifolia;96938;Saxifraga integrifolia;2043828;16557610;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga juniperifolia;96940;Saxifraga juniperifolia;2043829;16557612;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga longifolia;96944;Saxifraga longifolia;2043832;16557618;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga michauxii;96946;Saxifraga michauxii;2043836;16557626;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga micranthidifolia;96947;Saxifraga micranthidifolia;2043837;16557628;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga montana;96948;Saxifraga montana;2043838;16557630;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga muscoides;96949;Saxifraga muscoides;2043840;16557634;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga occidentalis;96950;Saxifraga occidentalis;2043842;16557638;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga pensylvanica;96954;Saxifraga pensylvanica;2043846;16557646;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga retusa;96957;Saxifraga retusa;2043851;16557656;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga rhomboidea;96958;Saxifraga rhomboidea;2043852;16557658;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga sarmentosa;96966;Saxifraga stolonifera;2043853;16557660;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga sempervivum;96961;Saxifraga sempervivum;2043855;16557664;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga sponhemica;96964;Saxifraga sponhemica;2043857;16557668;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga stolonifera;96966;Saxifraga stolonifera;2043859;16557672;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga tangutica;96968;Saxifraga tangutica;2043860;16557674;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
