"";"Site";"Year";"Plot";"Species";"log_flow";"snowmelt_DOY";"lag_Temp_fall";"Temp_summer";"log_lag_flow"
"76";"High_Arctic";1998;"Sal2";"SAL_female";0,924258901523332;173,131607905277;-11,041;3,422;1,99605993274078
"77";"High_Arctic";1998;"Sal3";"SAL_male";0,636576829071551;166,474942815243;-11,041;3,422;2,52091708731103
"78";"High_Arctic";1998;"Sal3";"SAL_female";0,72270598280149;166,474942815243;-11,041;3,422;2,02551319965428
"79";"High_Arctic";1998;"Sal4";"SAL_male";1,47932922708708;168,07686541162;-11,041;3,422;1,87793716546911
"80";"High_Arctic";1998;"Sal4";"SAL_female";1,74571553072665;168,07686541162;-11,041;3,422;1,66392609771817
"81";"High_Arctic";1998;"Sax1";"SAX";3,19006474301408;NA;-11,041;3,422;3,05116698044209
"82";"High_Arctic";1998;"Sax2";"SAX";4,29045944114839;NA;-11,041;3,422;4,18205014264121
"83";"High_Arctic";1998;"Sax3";"SAX";3,39450839351136;151,238123398384;-11,041;3,422;3,50254987592244
"84";"High_Arctic";1998;"Sil1";"SIL";4,14993693564581;NA;-11,041;3,422;4,07022262010169
"85";"High_Arctic";1998;"Sil2";"SIL";4,3085146387372;NA;-11,041;3,422;4,48107980075704
"86";"High_Arctic";1998;"Sil3";"SIL";2,61739583283408;151,238123398384;-11,041;3,422;3,09557760852371
"87";"High_Arctic";1998;"Sil4";"SIL";5,74620319054015;171,627074585083;-11,041;3,422;6,20253551718792
"88";"High_Arctic";1999;"Cas1";"CAS";5,05624580534831;176,159051106512;-8,635;3,566;5,08759633523238
"89";"High_Arctic";1999;"Cas2";"CAS";1,84530023615608;180,25;-8,635;3,566;1,99197551589856
"90";"High_Arctic";1999;"Cas3";"CAS";2,30258509299405;180,240360501124;-8,635;3,566;2,91777073208428
"91";"High_Arctic";1999;"Cas4";"CAS";1,20297230399235;180,175196473069;-8,635;3,566;2,23323501485925
"92";"High_Arctic";1999;"Dry1";"DRY";5,36597601502185;161,978320805642;-8,635;3,566;4,03865565636151
"93";"High_Arctic";1999;"Dry2";"DRY";0,598836501088704;184,421670611365;-8,635;3,566;0,53062825106217
"94";"High_Arctic";1999;"Dry3";"DRY";5,39135223251523;169,122896748133;-8,635;3,566;4,85592890433527
"95";"High_Arctic";1999;"Dry4";"DRY";4,09982949245267;169,75;-8,635;3,566;2,52572864430826
"96";"High_Arctic";1999;"Dry5";"DRY";4,70202462735197;166,25;-8,635;3,566;3,4913427315135
"97";"High_Arctic";1999;"Dry6";"DRY";0,2390169004705;183,777920244105;-8,635;3,566;0,104360015324243
"98";"High_Arctic";1999;"Pap1";"PAP";1,1314021114911;179,503527902502;-8,635;3,566;1,03318448334565
"99";"High_Arctic";1999;"Pap2";"PAP";1,1314021114911;179,986626138254;-8,635;3,566;1,13462272619114
"100";"High_Arctic";1999;"Pap3";"PAP";1,10856261952128;179,206389171254;-8,635;3,566;1,37624402526639
"101";"High_Arctic";1999;"Pap4";"PAP";0,285178942233662;183,777920244105;-8,635;3,566;0,631271776841858
"102";"High_Arctic";1999;"Sal1";"SAL_male";2,82731362192903;NA;-8,635;3,566;0,717839793150317
"103";"High_Arctic";1999;"Sal1";"SAL_female";3,05022045883806;NA;-8,635;3,566;1,24703229378638
"104";"High_Arctic";1999;"Sal2";"SAL_male";0,871293365943419;178,660316689923;-8,635;3,566;0,364643113587909
"105";"High_Arctic";1999;"Sal2";"SAL_female";0,871293365943419;178,660316689923;-8,635;3,566;0,924258901523332
"106";"High_Arctic";1999;"Sal3";"SAL_male";0,89199803930511;176,014295925661;-8,635;3,566;0,636576829071551
"107";"High_Arctic";1999;"Sal3";"SAL_female";1,06125650212434;176,014295925661;-8,635;3,566;0,72270598280149
"108";"High_Arctic";1999;"Sal4";"SAL_male";1,7561322915849;174,304823345781;-8,635;3,566;1,47932922708708
"109";"High_Arctic";1999;"Sal4";"SAL_female";1,92716410623426;174,304823345781;-8,635;3,566;1,74571553072665
"110";"High_Arctic";1999;"Sax1";"SAX";4,43592278868141;NA;-8,635;3,566;3,19006474301408
"111";"High_Arctic";1999;"Sax2";"SAX";3,30798499993998;NA;-8,635;3,566;4,29045944114839
"112";"High_Arctic";1999;"Sax3";"SAX";4,27249074760558;153,88262254765;-8,635;3,566;3,39450839351136
"113";"High_Arctic";1999;"Sil1";"SIL";4,96186512972683;NA;-8,635;3,566;4,14993693564581
"114";"High_Arctic";1999;"Sil2";"SIL";4,21464295024413;NA;-8,635;3,566;4,3085146387372
"115";"High_Arctic";1999;"Sil3";"SIL";3,47506723022861;153,88262254765;-8,635;3,566;2,61739583283408
"116";"High_Arctic";1999;"Sil4";"SIL";5,62040086571715;182,98372097422;-8,635;3,566;5,74620319054015
"117";"High_Arctic";2000;"Cas1";"CAS";2,70805020110221;154,248390064397;-8,283;3,776;5,05624580534831
"118";"High_Arctic";2000;"Cas2";"CAS";1,30019166206648;NA;-8,283;3,776;1,84530023615608
"119";"High_Arctic";2000;"Cas3";"CAS";0;170,884055219617;-8,283;3,776;2,30258509299405
"120";"High_Arctic";2000;"Cas4";"CAS";0,693147180559945;170,356635964143;-8,283;3,776;1,20297230399235
"121";"High_Arctic";2000;"Dry1";"DRY";5,0288025980517;NA;-8,283;3,776;5,36597601502185
"122";"High_Arctic";2000;"Dry2";"DRY";0,570979546585738;174,291666666667;-8,283;3,776;0,598836501088704
"123";"High_Arctic";2000;"Dry3";"DRY";4,89783979995091;NA;-8,283;3,776;5,39135223251523
"124";"High_Arctic";2000;"Dry4";"DRY";2,45702144629846;NA;-8,283;3,776;4,09982949245267
"125";"High_Arctic";2000;"Dry5";"DRY";3,97029191355212;NA;-8,283;3,776;4,70202462735197
"126";"High_Arctic";2000;"Dry6";"DRY";0,932164081030445;175,596081313222;-8,283;3,776;0,2390169004705
"127";"High_Arctic";2000;"Pap1";"PAP";1,05779029414785;NA;-8,283;3,776;1,1314021114911
"128";"High_Arctic";2000;"Pap2";"PAP";0,943905898907129;170,840317834281;-8,283;3,776;1,1314021114911
"129";"High_Arctic";2000;"Pap3";"PAP";1,30019166206648;170,356635964143;-8,283;3,776;1,10856261952128
"130";"High_Arctic";2000;"Pap4";"PAP";0,322083499169113;175,596081313222;-8,283;3,776;0,285178942233662
"131";"High_Arctic";2000;"Sal1";"SAL_male";2,51365606307399;NA;-8,283;3,776;2,82731362192903
"132";"High_Arctic";2000;"Sal1";"SAL_female";2,77258872223978;NA;-8,283;3,776;3,05022045883806
"133";"High_Arctic";2000;"Sal2";"SAL_male";0,165514438477573;170,756917471381;-8,283;3,776;0,871293365943419
"134";"High_Arctic";2000;"Sal2";"SAL_female";0,277631736598279;170,756917471381;-8,283;3,776;0,871293365943419
"135";"High_Arctic";2000;"Sal3";"SAL_male";2,31944221006047;NA;-8,283;3,776;0,89199803930511
"136";"High_Arctic";2000;"Sal3";"SAL_female";1,57069708411767;NA;-8,283;3,776;1,06125650212434
"137";"High_Arctic";2000;"Sal4";"SAL_male";2,00552585872967;167,388100518794;-8,283;3,776;1,7561322915849
"138";"High_Arctic";2000;"Sal4";"SAL_female";1,84213567655312;167,388100518794;-8,283;3,776;1,92716410623426
"139";"High_Arctic";2000;"Sax1";"SAX";5,40587047671276;NA;-8,283;3,776;4,43592278868141
"140";"High_Arctic";2000;"Sax2";"SAX";4,18205014264121;NA;-8,283;3,776;3,30798499993998
"141";"High_Arctic";2000;"Sax3";"SAX";3,72086249996699;NA;-8,283;3,776;4,27249074760558
"142";"High_Arctic";2000;"Sil1";"SIL";5,25001958114028;NA;-8,283;3,776;4,96186512972683
"143";"High_Arctic";2000;"Sil2";"SIL";4,75643097982868;NA;-8,283;3,776;4,21464295024413
"144";"High_Arctic";2000;"Sil3";"SIL";3,34638914516716;NA;-8,283;3,776;3,47506723022861
"145";"High_Arctic";2000;"Sil4";"SIL";5,88332238848828;174,291666666667;-8,283;3,776;5,62040086571715
"146";"High_Arctic";2001;"Cas1";"CAS";6,75285431776417;166,318843615795;-9,715;4,294;2,70805020110221
"147";"High_Arctic";2001;"Cas2";"CAS";6,11368217983223;173,416666666667;-9,715;4,294;1,30019166206648
"148";"High_Arctic";2001;"Cas3";"CAS";5,95713186802748;172,673208253975;-9,715;4,294;0
"149";"High_Arctic";2001;"Cas4";"CAS";5,26615567973964;173,496548604859;-9,715;4,294;0,693147180559945
"150";"High_Arctic";2001;"Dry1";"DRY";5,54126354515843;NA;-9,715;4,294;5,0288025980517
"151";"High_Arctic";2001;"Dry2";"DRY";1,35325450704169;178,362382214655;-9,715;4,294;0,570979546585738
"152";"High_Arctic";2001;"Dry3";"DRY";5,66815529701305;157,526242039161;-9,715;4,294;4,89783979995091
"153";"High_Arctic";2001;"Dry4";"DRY";3,935153422817;157,979900512587;-9,715;4,294;2,45702144629846
"154";"High_Arctic";2001;"Dry5";"DRY";4,44652609254849;156,961894953656;-9,715;4,294;3,97029191355212
"155";"High_Arctic";2001;"Dry6";"DRY";1,95160817016995;177,037527829252;-9,715;4,294;0,932164081030445
"156";"High_Arctic";2001;"Pap1";"PAP";1,18172719537862;172,761314863876;-9,715;4,294;1,05779029414785
"157";"High_Arctic";2001;"Pap2";"PAP";1,41342302850814;173,508542036092;-9,715;4,294;0,943905898907129
"158";"High_Arctic";2001;"Pap3";"PAP";1,35583515363518;173,735703626631;-9,715;4,294;1,30019166206648
"159";"High_Arctic";2001;"Pap4";"PAP";0,536493370514568;177,037527829252;-9,715;4,294;0,322083499169113
"160";"High_Arctic";2001;"Sal1";"SAL_male";2,29556047805708;NA;-9,715;4,294;2,51365606307399
"161";"High_Arctic";2001;"Sal1";"SAL_female";2,91506437048654;NA;-9,715;4,294;2,77258872223978
"162";"High_Arctic";2001;"Sal2";"SAL_male";1,30291275218084;173,416666666667;-9,715;4,294;0,165514438477573
"163";"High_Arctic";2001;"Sal2";"SAL_female";1,67709656090792;173,416666666667;-9,715;4,294;0,277631736598279
"164";"High_Arctic";2001;"Sal3";"SAL_male";3,53281026846405;164,850723707369;-9,715;4,294;2,31944221006047
"165";"High_Arctic";2001;"Sal3";"SAL_female";3,36832977803654;164,850723707369;-9,715;4,294;1,57069708411767
"166";"High_Arctic";2001;"Sal4";"SAL_male";1,71018781553424;166,927842770239;-9,715;4,294;2,00552585872967
"167";"High_Arctic";2001;"Sal4";"SAL_female";1,90508815453506;166,927842770239;-9,715;4,294;1,84213567655312
"168";"High_Arctic";2001;"Sax1";"SAX";4,39086248333628;NA;-9,715;4,294;5,40587047671276
"169";"High_Arctic";2001;"Sax2";"SAX";4,46395218407255;NA;-9,715;4,294;4,18205014264121
"170";"High_Arctic";2001;"Sax3";"SAX";4,03953632572711;NA;-9,715;4,294;3,72086249996699
"171";"High_Arctic";2001;"Sil1";"SIL";4,57769620898734;NA;-9,715;4,294;5,25001958114028
"172";"High_Arctic";2001;"Sil2";"SIL";4,56090476969008;NA;-9,715;4,294;4,75643097982868
"173";"High_Arctic";2001;"Sil3";"SIL";3,57794789340665;NA;-9,715;4,294;3,34638914516716
"174";"High_Arctic";2001;"Sil4";"SIL";6,13772705408623;176,875;-9,715;4,294;5,88332238848828
"175";"High_Arctic";2002;"Cas1";"CAS";6,62804137617953;170,330275718628;-8,726;4,429;6,75285431776417
"176";"High_Arctic";2002;"Cas2";"CAS";5,76308858055361;173,181378807222;-8,726;4,429;6,11368217983223
"177";"High_Arctic";2002;"Cas3";"CAS";5,41832015894273;173,103323043399;-8,726;4,429;5,95713186802748
"178";"High_Arctic";2002;"Cas4";"CAS";4,01944140219542;171,743398068529;-8,726;4,429;5,26615567973964
"179";"High_Arctic";2002;"Dry1";"DRY";5,06101150142132;NA;-8,726;4,429;5,54126354515843
"180";"High_Arctic";2002;"Dry2";"DRY";1,7630170003624;175,267384916748;-8,726;4,429;1,35325450704169
"181";"High_Arctic";2002;"Dry3";"DRY";4,77491296057519;157,116524346173;-8,726;4,429;5,66815529701305
"182";"High_Arctic";2002;"Dry4";"DRY";3,47103434125094;NA;-8,726;4,429;3,935153422817
"183";"High_Arctic";2002;"Dry5";"DRY";3,82144162719691;158,407552547203;-8,726;4,429;4,44652609254849
"184";"High_Arctic";2002;"Dry6";"DRY";1,74571553072665;179,411222593831;-8,726;4,429;1,95160817016995
"185";"High_Arctic";2002;"Pap1";"PAP";1,29198368164865;172,885032110148;-8,726;4,429;1,18172719537862
"186";"High_Arctic";2002;"Pap2";"PAP";1,39624469197306;172,780963409325;-8,726;4,429;1,41342302850814
"187";"High_Arctic";2002;"Pap3";"PAP";1,46787434811231;172,437949744125;-8,726;4,429;1,35583515363518
"188";"High_Arctic";2002;"Pap4";"PAP";0,500775287912489;179,411222593831;-8,726;4,429;0,536493370514568
"189";"High_Arctic";2002;"Sal1";"SAL_male";3,22803376265297;NA;-8,726;4,429;2,29556047805708
"190";"High_Arctic";2002;"Sal1";"SAL_female";3,25694202567466;NA;-8,726;4,429;2,91506437048654
"191";"High_Arctic";2002;"Sal2";"SAL_male";1,61342993370364;170,616085299624;-8,726;4,429;1,30291275218084
"192";"High_Arctic";2002;"Sal2";"SAL_female";1,95302761682418;170,616085299624;-8,726;4,429;1,67709656090792
"193";"High_Arctic";2002;"Sal3";"SAL_male";2,35707327827812;163,985675779537;-8,726;4,429;3,53281026846405
"194";"High_Arctic";2002;"Sal3";"SAL_female";2,27726728500976;163,985675779537;-8,726;4,429;3,36832977803654
"195";"High_Arctic";2002;"Sal4";"SAL_male";2,45014265735166;167,324648891994;-8,726;4,429;1,71018781553424
"196";"High_Arctic";2002;"Sal4";"SAL_female";2,27418561847235;167,324648891994;-8,726;4,429;1,90508815453506
"197";"High_Arctic";2002;"Sax1";"SAX";4,36220650722457;NA;-8,726;4,429;4,39086248333628
"198";"High_Arctic";2002;"Sax2";"SAX";4,64275494631536;NA;-8,726;4,429;4,46395218407255
"199";"High_Arctic";2002;"Sax3";"SAX";3,4904285153901;NA;-8,726;4,429;4,03953632572711
"200";"High_Arctic";2002;"Sil1";"SIL";4,70438183605904;NA;-8,726;4,429;4,57769620898734
"201";"High_Arctic";2002;"Sil2";"SIL";5,21128780757493;NA;-8,726;4,429;4,56090476969008
"202";"High_Arctic";2002;"Sil3";"SIL";3,89182029811063;NA;-8,726;4,429;3,57794789340665
"203";"High_Arctic";2002;"Sil4";"SIL";6,15485809401642;175,428213370339;-8,726;4,429;6,13772705408623
"204";"High_Arctic";2003;"Cas1";"CAS";6,05561236693173;165,956707117087;-6,606;5,508;6,62804137617953
"205";"High_Arctic";2003;"Cas2";"CAS";5,81314497169333;170,120712350569;-6,606;5,508;5,76308858055361
"206";"High_Arctic";2003;"Cas3";"CAS";6,01493690329312;165,711217183771;-6,606;5,508;5,41832015894273
"207";"High_Arctic";2003;"Cas4";"CAS";5,98476716966025;169,75;-6,606;5,508;4,01944140219542
"208";"High_Arctic";2003;"Dry1";"DRY";5,23110861685459;156,096;-6,606;5,508;5,06101150142132
"209";"High_Arctic";2003;"Dry2";"DRY";2,32238772029023;170,721547235309;-6,606;5,508;1,7630170003624
"210";"High_Arctic";2003;"Dry3";"DRY";4,99721227376411;156,89898989899;-6,606;5,508;4,77491296057519
"211";"High_Arctic";2003;"Dry4";"DRY";3,64623287939246;NA;-6,606;5,508;3,47103434125094
"212";"High_Arctic";2003;"Dry5";"DRY";4,59683554919803;157,063779988297;-6,606;5,508;3,82144162719691
"213";"High_Arctic";2003;"Dry6";"DRY";2,06559613485778;171,020244018813;-6,606;5,508;1,74571553072665
"214";"High_Arctic";2003;"Pap1";"PAP";1,2947271675944;167,723215750615;-6,606;5,508;1,29198368164865
"215";"High_Arctic";2003;"Pap2";"PAP";1,56024766824333;170,180323170056;-6,606;5,508;1,39624469197306
"216";"High_Arctic";2003;"Pap3";"PAP";1,58923520511658;169,821302159254;-6,606;5,508;1,46787434811231
"217";"High_Arctic";2003;"Pap4";"PAP";0,482426149244293;171,020244018813;-6,606;5,508;0,500775287912489
"218";"High_Arctic";2003;"Sal1";"SAL_male";3,5019472847623;NA;-6,606;5,508;3,22803376265297
"219";"High_Arctic";2003;"Sal1";"SAL_female";3,61037722595898;NA;-6,606;5,508;3,25694202567466
"220";"High_Arctic";2003;"Sal2";"SAL_male";1,43983512804792;170,663570096626;-6,606;5,508;1,61342993370364
"221";"High_Arctic";2003;"Sal2";"SAL_female";1,86562931779451;170,663570096626;-6,606;5,508;1,95302761682418
"222";"High_Arctic";2003;"Sal3";"SAL_male";2,9041650800285;154,441326530612;-6,606;5,508;2,35707327827812
"223";"High_Arctic";2003;"Sal3";"SAL_female";2,32727770558442;154,441326530612;-6,606;5,508;2,27726728500976
"224";"High_Arctic";2003;"Sal4";"SAL_male";2,53923699433305;169,536026153056;-6,606;5,508;2,45014265735166
"225";"High_Arctic";2003;"Sal4";"SAL_female";2,34660197841082;169,536026153056;-6,606;5,508;2,27418561847235
"226";"High_Arctic";2003;"Sal5";"SAL_male";1,62531126159039;170,180323170056;-6,606;5,508;NA
"227";"High_Arctic";2003;"Sal5";"SAL_female";1,88555334851442;170,180323170056;-6,606;5,508;NA
"228";"High_Arctic";2003;"Sal6";"SAL_female";2,15524450509534;NA;-6,606;5,508;NA
"229";"High_Arctic";2003;"Sal7";"SAL_male";2,22245904851476;173,042010259074;-6,606;5,508;NA
"230";"High_Arctic";2003;"Sal7";"SAL_female";1,97129938306013;173,042010259074;-6,606;5,508;NA
"231";"High_Arctic";2003;"Sax1";"SAX";5,16072057853359;NA;-6,606;5,508;4,36220650722457
"232";"High_Arctic";2003;"Sax2";"SAX";4,5485998344997;NA;-6,606;5,508;4,64275494631536
"233";"High_Arctic";2003;"Sax3";"SAX";3,94931879017184;NA;-6,606;5,508;3,4904285153901
"234";"High_Arctic";2003;"Sil1";"SIL";5,14248193498991;NA;-6,606;5,508;4,70438183605904
"235";"High_Arctic";2003;"Sil2";"SIL";5,03584809656766;NA;-6,606;5,508;5,21128780757493
"236";"High_Arctic";2003;"Sil3";"SIL";4,61512051684126;NA;-6,606;5,508;3,89182029811063
"237";"High_Arctic";2003;"Sil4";"SIL";6,67834211465433;173,25;-6,606;5,508;6,15485809401642
"238";"High_Arctic";2004;"Cas1";"CAS";6,94793706861497;NA;-7,096;5,042;6,05561236693173
"239";"High_Arctic";2004;"Cas2";"CAS";6,36762098835481;171,739130434783;-7,096;5,042;5,81314497169333
"240";"High_Arctic";2004;"Cas3";"CAS";5,9826760410749;167,727272727273;-7,096;5,042;6,01493690329312
"241";"High_Arctic";2004;"Cas4";"CAS";6,05366439818733;167,887436390618;-7,096;5,042;5,98476716966025
"242";"High_Arctic";2004;"Dry1";"DRY";4,71849887129509;NA;-7,096;5,042;5,23110861685459
"243";"High_Arctic";2004;"Dry2";"DRY";3,02383370366487;174,263255831438;-7,096;5,042;2,32238772029023
"244";"High_Arctic";2004;"Dry3";"DRY";4,92362391710663;NA;-7,096;5,042;4,99721227376411
"245";"High_Arctic";2004;"Dry4";"DRY";3,61979729292649;NA;-7,096;5,042;3,64623287939246
"246";"High_Arctic";2004;"Dry5";"DRY";4,08597631255158;NA;-7,096;5,042;4,59683554919803
"247";"High_Arctic";2004;"Dry6";"DRY";3,06198806933106;175,6;-7,096;5,042;2,06559613485778
"248";"High_Arctic";2004;"Pap1";"PAP";1,31372366828506;171,426527719345;-7,096;5,042;1,2947271675944
"249";"High_Arctic";2004;"Pap2";"PAP";1,30291275218084;169,27951678569;-7,096;5,042;1,56024766824333
"250";"High_Arctic";2004;"Pap3";"PAP";1,24126858906963;167,664310704813;-7,096;5,042;1,58923520511658
