Date	Plot	Section	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Field_Remarks	General_Remarks
1997-07-08	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Sil2	D	-9999	-9999	-9999	78	TOTALCOUNT	No remarks	No remarks
1997-07-08	Sil2	D	9	33	36	-9999	NA	No remarks	No remarks
1997-07-08	Sil3	A	7	5	15	-9999	NA	No remarks	No remarks
1997-07-08	Sil3	B	0	0	5	-9999	NA	No remarks	No remarks
1997-07-08	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1997-07-08	Sil4	D	0	0	0	-9999	NA	No remarks	No remarks
1997-07-15	Sil1	C	0	0	18	-9999	NA	No remarks	No remarks
1997-07-15	Sil1	D	0	0	50	-9999	NA	No remarks	No remarks
1997-07-15	Sil2	A	0	9	43	-9999	NA	No remarks	No remarks
1997-07-15	Sil2	B	3	26	16	-9999	NA	No remarks	No remarks
1997-07-15	Sil3	B	-9999	-9999	-9999	7	TOTALCOUNT	No remarks	No remarks
1997-07-15	Sil3	B	1	2	4	-9999	NA	No remarks	No remarks
1997-07-15	Sil3	C	-9999	-9999	-9999	43	TOTALCOUNT	No remarks	No remarks
1997-07-15	Sil3	C	0	0	43	-9999	NA	No remarks	No remarks
1997-07-15	Sil4	D	0	0	0	-9999	NA	No remarks	No remarks
1997-07-15	Sil1	A	0	0	50	-9999	NA	No remarks	No remarks
1997-07-15	Sil1	B	0	8	58	-9999	NA	No remarks	No remarks
1997-07-15	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1997-07-15	Sil2	D	2	13	46	-9999	NA	No remarks	No remarks
1997-07-15	Sil3	A	-9999	-9999	-9999	31	TOTALCOUNT	No remarks	No remarks
1997-07-15	Sil3	A	3	6	22	-9999	NA	No remarks	No remarks
1997-07-15	Sil3	D	-9999	-9999	-9999	130	TOTALCOUNT	No remarks	No remarks
1997-07-15	Sil3	D	0	8	122	-9999	NA	No remarks	No remarks
1997-07-15	Sil4	A	0	0	0	-9999	NA	No remarks	No remarks
1997-07-15	Sil4	B	0	0	0	-9999	NA	No remarks	No remarks
1997-07-15	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1997-07-22	Sil1	A	0	0	43	-9999	NA	No remarks	No remarks
1997-07-22	Sil1	B	0	0	47	-9999	NA	No remarks	No remarks
1997-07-22	Sil1	C	0	0	14	-9999	NA	No remarks	No remarks
1997-07-22	Sil2	D	0	4	51	-9999	NA	No remarks	No remarks
1997-07-22	Sil3	A	0	2	32	-9999	NA	No remarks	Datalog kicked up by ox
1997-07-22	Sil3	B	0	1	6	-9999	NA	No remarks	Datalog kicked up by ox
1997-07-22	Sil3	C	0	0	36	-9999	NA	No remarks	Datalog kicked up by ox
1997-07-22	Sil4	D	1	0	0	-9999	NA	No remarks	No remarks
1997-07-22	Sil1	D	0	0	46	-9999	NA	No remarks	No remarks
1997-07-22	Sil2	A	0	0	50	-9999	NA	No remarks	No remarks
1997-07-22	Sil2	B	0	16	54	-9999	NA	No remarks	No remarks
1997-07-22	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1997-07-22	Sil3	D	0	0	50	-9999	NA	No remarks	Datalog kicked up by ox
1997-07-22	Sil4	A	2	0	0	-9999	NA	No remarks	No remarks
1997-07-22	Sil4	B	50	0	0	-9999	NA	No remarks	No remarks
1997-07-22	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1997-07-29	Sil1	A	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil1	B	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil2	A	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil2	B	0	5	149	-9999	NA	No remarks	No remarks
1997-07-29	Sil1	C	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil1	D	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil3	A	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil3	B	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil3	C	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil3	D	0	0	50	-9999	NA	No remarks	No remarks
1997-07-29	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1997-07-29	Sil2	D	0	1	48	-9999	NA	No remarks	No remarks
1997-07-29	Sil4	A	51	1	0	-9999	NA	No remarks	No remarks
1997-07-29	Sil4	B	50	0	0	-9999	NA	No remarks	No remarks
1997-07-29	Sil4	C	9	0	0	-9999	NA	No remarks	No remarks
1997-07-29	Sil4	D	50	0	0	-9999	NA	No remarks	No remarks
1997-08-05	Sil2	A	0	0	50	-9999	NA	No remarks	No remarks
1997-08-05	Sil2	B	0	0	50	-9999	NA	No remarks	No remarks
1997-08-05	Sil2	C	0	0	50	-9999	NA	No remarks	No remarks
1997-08-05	Sil2	D	0	0	50	-9999	NA	No remarks	No remarks
1997-08-05	Sil4	A	89	20	0	-9999	NA	No remarks	No remarks
1997-08-05	Sil4	B	141	43	0	-9999	NA	No remarks	No remarks
1997-08-05	Sil4	C	21	0	0	-9999	NA	No remarks	No remarks
1997-08-05	Sil4	D	50	0	0	-9999	NA	No remarks	No remarks
1997-08-12	Sil4	A	-9999	-9999	-9999	165	TOTALCOUNT	No remarks	No remarks
1997-08-12	Sil4	A	43	108	14	-9999	NA	No remarks	No remarks
1997-08-12	Sil4	B	-9999	-9999	-9999	197	TOTALCOUNT	No remarks	No remarks
1997-08-12	Sil4	B	40	114	43	-9999	NA	No remarks	No remarks
1997-08-12	Sil4	C	-9999	-9999	-9999	22	TOTALCOUNT	No remarks	No remarks
1997-08-12	Sil4	C	12	10	0	-9999	NA	No remarks	No remarks
1997-08-12	Sil4	D	-9999	-9999	-9999	109	TOTALCOUNT	No remarks	No remarks
1997-08-12	Sil4	D	49	55	5	-9999	NA	No remarks	No remarks
1997-08-27	Sil4	B	0	0	50	-9999	NA	No remarks	No remarks
1997-08-27	Sil4	C	0	0	50	-9999	NA	No remarks	No remarks
1997-08-27	Sil4	D	0	0	50	-9999	NA	No remarks	No remarks
1997-08-27	Sil4	A	0	0	50	-9999	NA	No remarks	No remarks
1998-05-27	Sil1	A	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil2	B	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil1	B	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil1	C	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil1	D	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil2	A	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-05-27	Sil3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil1	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil1	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil1	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil2	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil2	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil1	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-03	Sil3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil1	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil1	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil1	C	1	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil1	D	8	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil2	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil2	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-10	Sil3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-15	Sil3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-15	Sil3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-15	Sil3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-15	Sil3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil1	A	3	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil1	B	11	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil1	C	6	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil3	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil1	D	23	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil2	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil2	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-17	Sil3	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil1	D	2	48	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil2	A	5	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil2	B	11	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil2	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil1	A	15	35	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil1	B	10	40	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil1	C	16	12	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil2	D	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil3	A	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil3	B	0	0	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil3	C	1	6	0	-9999	NA	No remarks	No remarks
1998-06-24	Sil3	D	11	13	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil2	A	11	17	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil2	B	17	19	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil2	C	9	2	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil2	D	3	2	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil1	A	0	50	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil1	B	5	45	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil1	C	8	42	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil1	D	1	49	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil3	A	5	0	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil3	B	7	27	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil3	C	9	19	0	-9999	NA	No remarks	No remarks
1998-07-01	Sil3	D	23	11	0	-9999	NA	No remarks	No remarks
1998-07-08	Sil1	A	0	45	5	-9999	NA	No remarks	No remarks
1998-07-08	Sil2	B	9	37	0	-9999	NA	No remarks	No remarks
1998-07-08	Sil2	C	12	18	0	-9999	NA	No remarks	No remarks
1998-07-08	Sil2	D	0	6	44	-9999	NA	No remarks	No remarks
1998-07-08	Sil3	A	0	6	0	-9999	NA	No remarks	No remarks
1998-07-08	Sil1	B	0	17	36	-9999	NA	No remarks	No remarks
1998-07-08	Sil1	C	0	28	22	-9999	NA	No remarks	No remarks
1998-07-08	Sil1	D	0	37	13	-9999	NA	No remarks	No remarks
1998-07-08	Sil2	A	0	6	39	-9999	NA	No remarks	No remarks
1998-07-08	Sil3	B	0	6	30	-9999	NA	No remarks	No remarks
1998-07-08	Sil3	C	0	2	32	-9999	NA	No remarks	No remarks
1998-07-08	Sil3	D	3	24	20	-9999	NA	No remarks	No remarks
1998-07-08	Sil4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Sil4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-08	Sil4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Sil1	A	0	21	29	-9999	NA	No remarks	No remarks
1998-07-10	Sil1	B	-9999	-9999	-9999	123	TOTALCOUNT	No remarks	No remarks
1998-07-10	Sil1	B	0	33	102	-9999	NA	No remarks	No remarks
1998-07-10	Sil1	C	-9999	-9999	-9999	84	TOTALCOUNT	No remarks	No remarks
1998-07-10	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Sil4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Sil1	A	-9999	-9999	-9999	135	TOTALCOUNT	No remarks	No remarks
1998-07-10	Sil1	C	0	51	72	-9999	NA	No remarks	No remarks
1998-07-10	Sil1	D	-9999	-9999	-9999	95	TOTALCOUNT	No remarks	No remarks
1998-07-10	Sil1	D	0	6	78	-9999	NA	No remarks	No remarks
1998-07-10	Sil4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-10	Sil4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Sil1	A	0	0	50	-9999	NA	No remarks	No remarks
1998-07-15	Sil1	B	0	2	48	-9999	NA	No remarks	No remarks
1998-07-15	Sil2	C	0	15	12	-9999	NA	No remarks	No remarks
1998-07-15	Sil2	D	0	0	50	-9999	NA	No remarks	No remarks
1998-07-15	Sil3	A	0	1	7	-9999	NA	No remarks	No remarks
1998-07-15	Sil3	B	0	0	36	-9999	NA	No remarks	No remarks
1998-07-15	Sil4	C	0	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Sil4	D	0	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Sil1	C	0	0	50	-9999	NA	No remarks	No remarks
1998-07-15	Sil1	D	0	0	50	-9999	NA	No remarks	No remarks
1998-07-15	Sil2	A	0	2	42	-9999	NA	No remarks	No remarks
1998-07-15	Sil2	B	8	36	7	-9999	NA	No remarks	No remarks
1998-07-15	Sil3	C	0	10	41	-9999	NA	No remarks	No remarks
1998-07-15	Sil3	D	0	0	38	-9999	NA	No remarks	No remarks
1998-07-15	Sil4	A	0	0	0	-9999	NA	No remarks	No remarks
1998-07-15	Sil4	B	0	0	0	-9999	NA	No remarks	No remarks
1998-07-16	Sil2	A	0	3	42	45	TOTALCOUNT	No remarks	No remarks
1998-07-16	Sil2	B	11	168	93	272	TOTALCOUNT	No remarks	No remarks
1998-07-16	Sil2	C	0	18	12	30	TOTALCOUNT	No remarks	No remarks
1998-07-16	Sil2	D	0	27	66	93	TOTALCOUNT	No remarks	No remarks
1998-07-22	Sil1	D	0	0	50	-9999	NA	No remarks	No remarks
1998-07-22	Sil2	A	0	0	40	-9999	NA	No remarks	No remarks
1998-07-22	Sil2	B	0	10	40	-9999	NA	No remarks	No remarks
1998-07-22	Sil2	C	0	0	30	-9999	NA	No remarks	No remarks
1998-07-22	Sil3	B	0	0	36	-9999	NA	No remarks	No remarks
