Date	Photo_no	Observer	Plot	Section	Snow	Cloud_cover	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Remarks
2008-09-09	LOI4_080909	JoNy	LOI4	A	0	1	0	0	100	100	-9999	No remarks
2008-09-09	LOI4_080909	JoNy	LOI4	B	0	1	0	0	100	100	-9999	No remarks
2008-09-09	LOI4_080909	JoNy	LOI4	C	0	1	0	0	39	39	-9999	No remarks
2008-09-09	LOI4_080909	JoNy	LOI4	D	0	1	0	0	100	100	-9999	No remarks
2008-09-16	LOI1_080916	JoNy	LOI1	A	0	0	0	0	43	43	-9999	No remarks
2008-09-16	LOI1_080916	JoNy	LOI1	B	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI1_080916	JoNy	LOI1	C	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI1_080916	JoNy	LOI1	D	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI2_080916	JoNy	LOI2	A	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI2_080916	JoNy	LOI2	B	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI2_080916	JoNy	LOI2	C	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI2_080916	JoNy	LOI2	D	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI3_080916	JoNy	LOI3	A	0	0	0	0	70	70	-9999	No remarks
2008-09-16	LOI3_080916	JoNy	LOI3	B	0	0	0	0	40	40	-9999	No remarks
2008-09-16	LOI3_080916	JoNy	LOI3	C	0	0	0	0	61	61	-9999	No remarks
2008-09-16	LOI3_080916	JoNy	LOI3	D	0	0	0	0	45	45	-9999	No remarks
2008-09-16	LOI4_080916	JoNy	LOI4	A	0	0	0	0	93	93	-9999	No remarks
2008-09-16	LOI4_080916	JoNy	LOI4	B	0	0	0	0	100	100	-9999	No remarks
2008-09-16	LOI4_080916	JoNy	LOI4	C	0	0	0	0	34	34	-9999	No remarks
2008-09-16	LOI4_080916	JoNy	LOI4	D	0	0	0	0	100	100	-9999	No remarks
2008-09-24	LOI1_080924	JoNy	LOI1	A	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI1_080924	JoNy	LOI1	B	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI1_080924	JoNy	LOI1	C	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI1_080924	JoNy	LOI1	D	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI2_080924	JoNy	LOI2	A	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI2_080924	JoNy	LOI2	B	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI2_080924	JoNy	LOI2	C	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI2_080924	JoNy	LOI2	D	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI3_080924	JoNy	LOI3	A	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI3_080924	JoNy	LOI3	B	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI3_080924	JoNy	LOI3	C	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI3_080924	JoNy	LOI3	D	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI4_080924	JoNy	LOI4	A	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI4_080924	JoNy	LOI4	B	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
2008-09-24	LOI4_080924	JoNy	LOI4	C	0	0	0	0	-9999	-9999	-9999	All plants are senescent and it is not possible to distinguis this years senescent flowers anymore
